DATASET 2. Raw data of the DUAL TASK EXPERIMENT.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ExperimentName,Subject,AgeSubj,HandenesSubj,Procedure[Block],CueDur[Trial],RespExpTask1.CRESP[Trial],RespExpTask2.CRESP[Trial],RespTARGET.RT[Trial],SOA[Trial],Target[Trial],RespExpTask1_RESP_CORR,RespExpTask2_RESP_CORR
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,0,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1328,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,1393,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,0,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1364,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1192,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,1330,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,937,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,1209,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,876,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,962,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1210,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1233,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1357,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1387,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1357,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,1232,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,1482,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1071,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1144,100,3,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1236,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,941,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1105,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1352,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1292,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1214,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1047,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,1453,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1131,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,100,2,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1223,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1279,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,0,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1313,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,0,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1365,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,0,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1373,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,1285,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1128,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,1138,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,884,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1246,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1190,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,m,z,1456,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,m,z,0,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,0,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,350,m,m,1358,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc2,300,m,m,810,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1336,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1125,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1289,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,0,100,3,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,892,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1114,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1035,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1147,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1226,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,1128,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,0,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1071,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1133,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1200,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1141,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,991,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,962,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1163,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,884,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1099,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1096,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1275,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1000,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,1156,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1137,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,993,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1280,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1295,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,977,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1246,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1348,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,996,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,979,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1037,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,944,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1035,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,932,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1269,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,1120,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,1126,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,0,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1057,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1131,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,959,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,869,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1110,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,911,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1163,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1289,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,1423,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1235,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1107,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1181,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1468,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1004,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,0,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1040,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1277,100,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,0,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,1225,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,0,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1096,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1386,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,0,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1368,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,0,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1072,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1388,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,866,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1453,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,1118,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,0,0,6,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1098,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,941,100,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,8,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,917,0,3,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,0,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1066,100,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,0,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,1424,0,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,z,m,0,100,8,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,100,m,z,1068,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1371,0,2,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,300,m,m,1423,0,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,m,m,1124,100,4,m,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,0,7,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,350,z,m,754,100,7,z,m
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc3,150,m,z,0,100,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,100,m,z,1161,0,4,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,150,m,z,879,0,3,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,300,m,m,878,100,2,m,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,150,z,z,0,100,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,150,z,z,743,0,6,z,z
Exp1_DualTask_ToTi_Subj9-16,15,24,dx,BlockProc4,100,z,z,0,100,8,z,z
