TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,1193,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1193,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1193,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1194,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1194,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1194,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1194,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1194,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1195,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1195,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1195,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1195,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1195,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1195,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1195,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1195,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1195,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1196,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1196,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1196,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1196,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1196,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1196,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1196,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1196,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1196,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1196,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1197,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1197,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1197,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1197,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1197,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1197,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1197,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1197,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1197,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1197,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1198,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,100,1198,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1198,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1198,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1198,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1198,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1199,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1199,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1199,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,1199,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,150,1199,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1199,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1199,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1199,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1200,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1200,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1200,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1200,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1200,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1200,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1200,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1201,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1201,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1201,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,100,1201,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1201,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1201,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1202,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1202,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1202,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1202,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1203,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1203,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1203,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1203,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1203,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1204,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1204,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1204,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1204,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1205,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1205,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1205,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1206,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1206,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1206,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1206,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1206,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1206,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1206,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1206,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,350,1206,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1207,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,1207,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1208,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1208,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1208,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1208,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1209,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1209,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1209,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1209,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1209,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1209,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,150,1209,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1210,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1210,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1210,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1210,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1210,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1210,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1210,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,300,1210,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1210,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,1211,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1211,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1211,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1211,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1212,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,300,1212,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1212,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1212,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1212,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1212,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,1212,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1213,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,1213,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1214,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1214,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1214,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1214,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1214,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1214,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1215,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1215,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1215,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1215,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1216,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1216,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1216,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1217,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1217,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,1217,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1218,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,1218,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1218,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1218,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1218,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1219,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1219,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1220,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,300,1220,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1220,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1220,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1220,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1220,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1221,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1221,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,300,1221,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1221,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1221,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1222,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,150,1222,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,300,1222,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1222,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1222,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1222,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,1222,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1223,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1223,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1223,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1223,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1223,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1223,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1223,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1223,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,150,1224,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1224,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1224,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1224,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1224,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1224,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,1225,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1225,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1225,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,1226,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1226,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1226,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1227,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1227,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1227,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,300,1228,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,1228,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1228,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,1228,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1229,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,300,1229,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1229,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1229,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1229,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1229,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,100,1230,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1230,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1231,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1231,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1231,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1232,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1232,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,1232,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1232,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1233,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1233,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1233,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1233,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1233,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1233,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1233,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1233,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1233,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1233,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,1234,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1234,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1234,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1234,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1234,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1235,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1235,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,100,1235,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1235,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1235,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1235,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,1236,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1236,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1236,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1237,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,100,1237,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1237,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,1237,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1238,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1238,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1238,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1238,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1238,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1238,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1239,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,1239,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,1239,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1240,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1240,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,350,1240,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,100,1240,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1240,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1241,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,350,1241,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1241,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1241,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,350,1242,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1242,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,300,1243,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1243,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,300,1243,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,1243,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,150,1243,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,1243,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1243,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,150,1243,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,1244,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,350,1244,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,300,1244,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,350,1244,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1244,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,350,1244,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,1244,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,1245,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,150,1246,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1246,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,1246,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,1246,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,30,300,1246,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,100,1246,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,15,150,1246,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,300,1247,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,11,100,1247,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,300,1248,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,1248,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,1248,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,1248,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,1248,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,350,1248,z,100,LONG,1
